               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.013809,            0.025104,           0.0011701,             0.99987,             0.99985,               0.995,             0.97375,            0.010043,            0.025954,          0.00074454,            0.002278,            0.002278,            0.002278
                 158,            0.013795,            0.025033,           0.0011652,             0.99988,             0.99981,               0.995,             0.97402,            0.010034,            0.025934,          0.00073914,           0.0022285,           0.0022285,           0.0022285
                 159,             0.01365,            0.024753,            0.001142,             0.99987,             0.99982,               0.995,             0.97402,            0.010029,            0.025883,          0.00073497,            0.002179,            0.002179,            0.002179
                 160,            0.013718,            0.024809,           0.0011502,             0.99987,             0.99984,               0.995,             0.97378,            0.010033,             0.02592,          0.00073108,           0.0021295,           0.0021295,           0.0021295
                 161,            0.013677,            0.024489,           0.0011274,             0.99987,             0.99982,               0.995,             0.97379,            0.010013,            0.025895,          0.00072761,             0.00208,             0.00208,             0.00208
                 162,            0.013516,            0.024481,           0.0011132,             0.99985,              0.9998,               0.995,             0.97421,           0.0099946,            0.025793,          0.00072476,           0.0020305,           0.0020305,           0.0020305
                 163,            0.013543,             0.02426,           0.0011297,              0.9998,             0.99982,               0.995,             0.97431,           0.0099898,            0.025771,          0.00072221,            0.001981,            0.001981,            0.001981
                 164,            0.013491,            0.023864,           0.0011244,             0.99981,             0.99983,               0.995,             0.97501,           0.0099606,             0.02562,          0.00071922,           0.0019315,           0.0019315,           0.0019315
                 165,            0.013558,             0.02446,           0.0011408,             0.99983,             0.99984,               0.995,             0.97503,           0.0099546,            0.025608,          0.00071668,            0.001882,            0.001882,            0.001882
                 166,            0.013284,            0.024015,           0.0010883,             0.99985,             0.99986,               0.995,             0.97488,           0.0099668,            0.025658,          0.00071551,           0.0018325,           0.0018325,           0.0018325
                 167,            0.013508,            0.024182,           0.0011125,             0.99984,             0.99981,               0.995,             0.97493,           0.0099714,            0.025688,          0.00071333,            0.001783,            0.001783,            0.001783
                 168,            0.013326,            0.023977,           0.0010975,             0.99986,             0.99982,               0.995,             0.97468,           0.0099809,            0.025745,          0.00071101,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013457,            0.024115,           0.0011036,             0.99987,             0.99984,               0.995,             0.97432,           0.0099905,             0.02582,          0.00070877,            0.001684,            0.001684,            0.001684
                 170,            0.013276,             0.02356,            0.001081,             0.99988,             0.99984,               0.995,             0.97429,                0.01,              0.0259,          0.00070686,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013402,            0.023396,           0.0011089,             0.99988,             0.99987,               0.995,             0.97392,            0.010009,            0.025976,          0.00070612,            0.001585,            0.001585,            0.001585
                 172,            0.013232,            0.023853,           0.0010798,             0.99988,             0.99986,               0.995,             0.97369,            0.010014,            0.026019,          0.00070495,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013079,              0.0234,            0.001041,             0.99987,             0.99986,               0.995,             0.97388,            0.010005,            0.026003,          0.00070251,            0.001486,            0.001486,            0.001486
                 174,            0.013145,            0.023203,           0.0010759,             0.99987,             0.99985,               0.995,             0.97378,            0.010004,            0.026051,          0.00070123,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013159,             0.02319,           0.0010532,             0.99987,             0.99985,               0.995,             0.97408,           0.0099952,            0.026034,          0.00069944,            0.001387,            0.001387,            0.001387
                 176,            0.012988,            0.023068,           0.0010452,             0.99987,             0.99984,               0.995,             0.97421,           0.0099834,             0.02598,          0.00069728,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013119,            0.023131,           0.0010598,             0.99987,             0.99983,               0.995,             0.97414,           0.0099837,            0.025993,          0.00069532,            0.001288,            0.001288,            0.001288
                 178,            0.013192,            0.022885,            0.001045,             0.99988,             0.99983,               0.995,             0.97436,           0.0099702,            0.025958,          0.00069397,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013042,            0.023103,           0.0010396,             0.99989,             0.99983,               0.995,             0.97457,           0.0099599,            0.025917,          0.00069323,            0.001189,            0.001189,            0.001189
                 180,            0.013008,            0.022934,           0.0010302,             0.99989,             0.99983,               0.995,             0.97487,           0.0099538,            0.025931,          0.00069264,           0.0011395,           0.0011395,           0.0011395
                 181,            0.012986,            0.022692,            0.001021,              0.9999,             0.99984,               0.995,             0.97476,           0.0099618,            0.026006,          0.00069236,             0.00109,             0.00109,             0.00109
                 182,            0.012935,            0.022837,           0.0010272,              0.9999,             0.99983,               0.995,             0.97475,           0.0099622,            0.026019,          0.00069149,           0.0010405,           0.0010405,           0.0010405
                 183,            0.013077,            0.022757,           0.0010425,             0.99989,             0.99982,               0.995,             0.97489,           0.0099602,            0.026011,          0.00069136,            0.000991,            0.000991,            0.000991
                 184,            0.012936,            0.022676,           0.0010192,              0.9999,             0.99982,               0.995,             0.97503,           0.0099603,             0.02603,          0.00069048,           0.0009415,           0.0009415,           0.0009415
                 185,            0.012732,            0.022209,          0.00098824,             0.99989,             0.99982,               0.995,             0.97498,           0.0099592,            0.026048,          0.00068985,            0.000892,            0.000892,            0.000892
                 186,            0.012719,            0.022429,          0.00097632,              0.9999,             0.99983,               0.995,             0.97511,           0.0099564,            0.026049,          0.00068881,           0.0008425,           0.0008425,           0.0008425
                 187,            0.012776,            0.021898,          0.00099545,             0.99989,             0.99983,               0.995,             0.97506,           0.0099567,            0.026091,          0.00068824,            0.000793,            0.000793,            0.000793
                 188,            0.012649,            0.022375,          0.00099163,              0.9999,             0.99983,               0.995,             0.97538,           0.0099542,            0.026079,          0.00068775,           0.0007435,           0.0007435,           0.0007435
                 189,            0.012717,            0.022283,          0.00099419,              0.9999,             0.99983,               0.995,             0.97542,           0.0099537,            0.026109,          0.00068707,            0.000694,            0.000694,            0.000694
                 190,            0.012746,            0.022239,           0.0009933,             0.99992,             0.99982,               0.995,              0.9756,           0.0099506,             0.02611,          0.00068667,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012671,            0.022218,          0.00098093,             0.99991,             0.99983,               0.995,             0.97564,           0.0099504,            0.026119,          0.00068583,            0.000595,            0.000595,            0.000595
                 192,            0.012729,            0.021609,          0.00099613,             0.99991,             0.99983,               0.995,             0.97579,           0.0099503,            0.026124,          0.00068534,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012551,            0.021498,          0.00097337,              0.9999,             0.99984,               0.995,             0.97595,           0.0099464,            0.026127,          0.00068467,            0.000496,            0.000496,            0.000496
                 194,            0.012698,            0.021826,          0.00099379,             0.99991,             0.99984,               0.995,             0.97599,           0.0099447,            0.026119,          0.00068429,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012593,            0.021625,          0.00096322,             0.99991,             0.99985,               0.995,             0.97616,           0.0099379,            0.026082,          0.00068401,            0.000397,            0.000397,            0.000397
                 196,            0.012789,            0.021811,          0.00099582,             0.99991,             0.99986,               0.995,             0.97616,           0.0099345,            0.026087,          0.00068375,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01246,            0.021552,          0.00096449,             0.99991,             0.99986,               0.995,             0.97627,           0.0099338,            0.026111,          0.00068379,            0.000298,            0.000298,            0.000298
                 198,            0.012767,            0.021986,          0.00098917,             0.99992,             0.99986,               0.995,             0.97642,           0.0099336,            0.026128,           0.0006838,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01263,            0.021529,          0.00098909,             0.99992,             0.99986,               0.995,             0.97661,           0.0099272,            0.026097,          0.00068368,            0.000199,            0.000199,            0.000199
